Year,Indicator,ISO,Country,Industry,Unit of measure,Value
2018,Business R&D expenditure,ESP,Spain,Non-information industries,Share of GDP,0.598
2019,Business R&D expenditure,ESP,Spain,Non-information industries,Share of GDP,0.6
2020,Business R&D expenditure,ESP,Spain,Non-information industries,Share of GDP,0.657
2021,Business R&D expenditure,ESP,Spain,Non-information industries,Share of GDP,0.65
2022,Business R&D expenditure,ESP,Spain,Non-information industries,Share of GDP,0.655
2005,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,86.051
2006,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,83.217
2007,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,83.159
2008,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,84.186
2009,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,84.588
2010,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,85.141
2011,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,85.316
2012,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,85.482
2013,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,85.21
2014,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,84.885
2015,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,86.153
2016,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,85.889
2017,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,87.007
2018,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,85.909
2019,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,86.043
2020,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,84.613
2021,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,82.836
2022,Business R&D expenditure,ESP,Spain,Non-information industries,Share of total business enterprise expenditure on R&D,82.527
2005,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.591
2006,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.653
2007,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.692
2008,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.726
2009,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.705
2010,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.697
2011,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.692
2012,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.685
2013,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.673
2014,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.653
2015,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.637
2016,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.635
2017,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.661
2018,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.697
2019,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.697
2020,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.776
2021,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.785
2022,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.794
2023,Business R&D expenditure,ESP,Spain,Total economy,Share of GDP,0.842
2005,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2006,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2007,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2008,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2009,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2010,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2011,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2012,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2013,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2014,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2015,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2016,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2017,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2018,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2019,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2020,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2021,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2022,Business R&D expenditure,ESP,Spain,Total economy,Share of total business enterprise expenditure on R&D,100
2005,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.081
2006,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.058
2007,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.036
2008,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.02
2009,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.011
2010,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.008
2011,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.008
2012,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.009
2013,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.01
2014,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.011
2015,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.011
2016,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.01
2017,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.01
2018,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.01
2019,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of GDP,0.011
2005,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,4.208
2006,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,3.009
2007,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,1.883
2008,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,1.035
2009,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.576
2010,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.409
2011,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.412
2012,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.475
2013,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.511
2014,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.517
2015,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.509
2016,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.502
2017,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.499
2018,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.504
2019,Business R&D expenditure,CHE,Switzerland,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,0.512
2005,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.975
2006,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.964
2007,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.938
2008,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.904
2009,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.864
2010,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.822
2011,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.78
2012,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.743
2013,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.726
2014,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.729
2015,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.763
2016,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.809
2017,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.845
2018,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.859
2019,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of GDP,0.843
2005,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,50.733
2006,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,50.007
2007,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,48.526
2008,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,46.586
2009,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,44.365
2010,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,41.996
2011,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,39.664
2012,Business R&D expenditure,CHE,Switzerland,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,37.622
